121,42.5623,1.6078,-2.21,-1.82,-0.98,1.56,4.74,8.64,12.29,12.76,9.86,5.22,0.86,-1.25
122,42.5629,1.7049,-3,-3.2,-1.84,0.14,3.3,8.34,10.63,10.87,8.4,4.22,0.27,-1.87
123,42.5634,1.8021,-1.72,-1.67,-0.58,2.08,5.04,8.96,12.71,12.9,10.02,5.63,1.46,-0.56
124,42.5639,1.8993,-3.32,-3.25,-2.76,-0.04,2.93,6.85,10.67,10.85,8.19,3.82,-0.35,-2.07
125,42.5642,1.9965,-2.31,-2.01,-1.08,1.1,3.89,8.33,11.94,12.13,9.25,5.04,0.99,-1.59
126,42.5645,2.0936,-0.39,-0.06,1.39,3.54,7.01,11.22,14.24,14.39,11.59,7.25,2.97,0.22
127,42.5647,2.1908,1.02,1.33,2.7,4.85,8.29,12.54,15.57,15.73,12.85,8.53,4.28,1.61
128,42.5648,2.288,2.77,3.06,4.74,6.98,10.48,14.68,17.77,17.92,14.88,10.45,6.17,3.41
129,42.5648,2.3852,4.99,5.25,7.36,9.56,13.02,17.23,20.14,20.14,17.11,12.78,8.62,5.82
130,42.5647,2.4823,3.64,3.91,5.82,8.05,11.57,15.78,18.76,18.76,15.77,11.41,7.24,4.49
131,42.5645,2.5795,4.47,5.28,6.56,8.99,12.24,16.31,19.43,19.86,16.71,12.26,8.1,5.44
132,42.5642,2.6767,6.33,7.13,8.82,11.15,14.25,18.39,21.28,21.69,18.49,14.15,10.07,7.29
133,42.5639,2.7739,7.73,8.96,10.46,12.93,16.04,19.98,23.05,23.47,20.16,15.73,11.49,8.7
134,42.5634,2.8711,7.88,9.32,10.75,13.43,16.8,20.58,23.68,24.01,20.53,16.02,11.63,8.98
135,42.5629,2.9682,8.13,9.6,11.05,13.76,17.15,20.91,24.01,24.34,20.85,16.31,11.87,9.24
136,42.3746,8.6879,7.93,8.32,9.66,11.71,14.74,19.01,21.9,21.79,19.52,15.66,11.79,8.67
137,42.3688,8.7844,6.44,6.53,7.92,9.9,12.91,17.7,20.28,20.21,17.81,14.09,10.51,7.05
138,42.3629,8.8809,0.68,0.82,1.47,3.93,7.62,12.05,15.18,15.08,12.34,8.22,4.36,1.47
139,42.3568,8.9774,2.3,2.27,3.33,5.41,9.16,13.85,16.66,16.16,13.53,9.84,6.14,3.05
140,42.3507,9.0739,4.58,4.78,5.59,7.91,11.3,15.8,18.66,18.62,16.12,12.23,8.43,5.2
141,42.3446,9.1704,6.08,6.26,7.38,9.55,12.68,17.38,20.02,19.99,17.49,13.76,10.07,6.66
142,42.3383,9.2668,4.36,4.7,5.6,7.71,11.1,15.77,18.78,18.49,15.94,12.06,8.34,5
143,42.3319,9.3632,5.27,5.79,6.61,8.76,12.2,16.35,19.57,19.91,17.03,12.97,9.31,6.15
144,42.3254,9.4596,7.49,7.96,9.21,11.17,14.24,18.56,21.47,21.76,19.17,15.25,11.62,8.31
145,42.6326,1.4123,-3.35,-3.58,-2.43,-0.42,2.74,7.35,9.91,10.85,7.86,3.79,-0.35,-2.35
146,42.6334,1.5096,-3.06,-3.24,-2.08,0.07,3.32,7.7,10.52,11.09,8.24,4.11,0.12,-2.1
147,42.6341,1.6069,-3.14,-3.33,-2.24,-0.07,3.2,7.51,10.35,10.93,8.15,3.99,-0.02,-2.18
148,42.6347,1.7042,-2.42,-2.87,-1.15,0.72,4.06,8.54,11,11.97,8.92,4.7,0.83,-1.32
149,42.6353,1.8014,-0.66,-1.13,1.03,2.99,6.34,10.41,13.6,13.89,10.96,6.61,2.61,0.5
150,42.6357,1.8987,-2,-2.48,-0.69,1.29,4.63,8.77,11.95,12.24,9.44,5.14,1.16,-0.8
151,42.6361,1.996,-2.41,-2.56,-1.21,0.74,3.91,8.61,11.15,11.77,8.86,4.75,0.79,-1.5
152,42.6363,2.0933,-0.1,0.18,1.77,3.96,7.53,11.77,14.71,14.63,11.94,7.57,3.36,0.73
153,42.6365,2.1906,-2.08,-1.75,-1.11,1.13,4.74,8.94,11.92,11.82,9.51,5.22,1.02,-1.18
154,42.6366,2.2879,1.96,2.52,3.8,6.34,9.66,13.69,16.95,17.61,14.31,9.77,5.47,2.73
155,42.6366,2.3852,4.62,5.47,6.93,9.58,12.9,16.63,20.02,20.76,17.33,12.62,8.28,5.52
156,42.6365,2.4825,6.24,7.06,8.56,11.07,14.22,18.07,21.28,21.95,18.53,14.04,9.85,7.11
157,42.6363,2.5798,6.81,7.87,9.35,11.78,14.97,18.73,22,22.52,19.13,14.7,10.49,7.72
158,42.6361,2.6771,7.39,8.46,10.01,12.44,15.62,19.43,22.62,23.12,19.73,15.32,11.1,8.31
